"사망원인별","연령별","항목","단위","2016 년",
"소화계통의 질환","80","사망확률(여자)[%]","%","2.91376",
"소화계통의 질환","80","증가기대여명(여자)[년]","년",".26743",
"소화계통의 질환","85","사망확률(전체)[%]","%","2.70362",
"소화계통의 질환","85","증가기대여명(전체)[년]","년",".27316",
"소화계통의 질환","85","사망확률(남자)[%]","%","2.56765",
"소화계통의 질환","85","증가기대여명(남자)[년]","년",".35267",
"소화계통의 질환","85","사망확률(여자)[%]","%","2.75058",
"소화계통의 질환","85","증가기대여명(여자)[년]","년",".22391",
"소화계통의 질환","90+","사망확률(전체)[%]","%","2.53583",
"소화계통의 질환","90+","증가기대여명(전체)[년]","년",".12019",
"소화계통의 질환","90+","사망확률(남자)[%]","%","2.53898",
"소화계통의 질환","90+","증가기대여명(남자)[년]","년",".10687",
"소화계통의 질환","90+","사망확률(여자)[%]","%","2.53473",
"소화계통의 질환","90+","증가기대여명(여자)[년]","년",".12689",
"- 간질환","0","사망확률(전체)[%]","%","1.31198",
"- 간질환","0","증가기대여명(전체)[년]","년",".33815",
"- 간질환","0","사망확률(남자)[%]","%","1.83788",
"- 간질환","0","증가기대여명(남자)[년]","년",".50872",
"- 간질환","0","사망확률(여자)[%]","%",".78875",
"- 간질환","0","증가기대여명(여자)[년]","년",".15886",
"- 간질환","1","사망확률(전체)[%]","%","1.31543",
"- 간질환","1","증가기대여명(전체)[년]","년",".3389",
"- 간질환","1","사망확률(남자)[%]","%","1.84302",
"- 간질환","1","증가기대여명(남자)[년]","년",".50989",
"- 간질환","1","사망확률(여자)[%]","%",".79077",
"- 간질환","1","증가기대여명(여자)[년]","년",".15927",
"- 간질환","5","사망확률(전체)[%]","%","1.31585",
"- 간질환","5","증가기대여명(전체)[년]","년",".33879",
"- 간질환","5","사망확률(남자)[%]","%","1.84394",
"- 간질환","5","증가기대여명(남자)[년]","년",".50993",
"- 간질환","5","사망확률(여자)[%]","%",".7909",
"- 간질환","5","증가기대여명(여자)[년]","년",".15912",
"- 간질환","10","사망확률(전체)[%]","%","1.31622",
"- 간질환","10","증가기대여명(전체)[년]","년",".33879",
"- 간질환","10","사망확률(남자)[%]","%","1.84482",
"- 간질환","10","증가기대여명(남자)[년]","년",".51018",
"- 간질환","10","사망확률(여자)[%]","%",".79047",
"- 간질환","10","증가기대여명(여자)[년]","년",".15858",
"- 간질환","15","사망확률(전체)[%]","%","1.31657",
"- 간질환","15","증가기대여명(전체)[년]","년",".33879",
"- 간질환","15","사망확률(남자)[%]","%","1.84531",
"- 간질환","15","증가기대여명(남자)[년]","년",".51016",
"- 간질환","15","사망확률(여자)[%]","%",".79074",
"- 간질환","15","증가기대여명(여자)[년]","년",".15864",
"- 간질환","20","사망확률(전체)[%]","%","1.31798",
"- 간질환","20","증가기대여명(전체)[년]","년",".33915",
"- 간질환","20","사망확률(남자)[%]","%","1.84788",
"- 간질환","20","증가기대여명(남자)[년]","년",".51087",
"- 간질환","20","사망확률(여자)[%]","%",".79134",
"- 간질환","20","증가기대여명(여자)[년]","년",".15876",
"- 간질환","25","사망확률(전체)[%]","%","1.31964",
"- 간질환","25","증가기대여명(전체)[년]","년",".33942",
"- 간질환","25","사망확률(남자)[%]","%","1.85103",
"- 간질환","25","증가기대여명(남자)[년]","년",".51155",
"- 간질환","25","사망확률(여자)[%]","%",".79195",
"- 간질환","25","증가기대여명(여자)[년]","년",".15875",
"- 간질환","30","사망확률(전체)[%]","%","1.32137",
"- 간질환","30","증가기대여명(전체)[년]","년",".33954",
"- 간질환","30","사망확률(남자)[%]","%","1.8541",
"- 간질환","30","증가기대여명(남자)[년]","년",".51186",
"- 간질환","30","사망확률(여자)[%]","%",".79313",
"- 간질환","30","증가기대여명(여자)[년]","년",".15898",
"- 간질환","35","사망확률(전체)[%]","%","1.31584",
"- 간질환","35","증가기대여명(전체)[년]","년",".3358",
"- 간질환","35","사망확률(남자)[%]","%","1.85053",
"- 간질환","35","증가기대여명(남자)[년]","년",".5088",
"- 간질환","35","사망확률(여자)[%]","%",".78635",
"- 간질환","35","증가기대여명(여자)[년]","년",".15481",
"- 간질환","40","사망확률(전체)[%]","%","1.30097",
"- 간질환","40","증가기대여명(전체)[년]","년",".32792",
"- 간질환","40","사망확률(남자)[%]","%","1.83462",
"- 간질환","40","증가기대여명(남자)[년]","년",".50053",
"- 간질환","40","사망확률(여자)[%]","%",".77353",
"- 간질환","40","증가기대여명(여자)[년]","년",".14789",
"- 간질환","45","사망확률(전체)[%]","%","1.266",
"- 간질환","45","증가기대여명(전체)[년]","년",".31223",
"- 간질환","45","사망확률(남자)[%]","%","1.7855",
"- 간질환","45","증가기대여명(남자)[년]","년",".47995",
"- 간질환","45","사망확률(여자)[%]","%",".75492",
"- 간질환","45","증가기대여명(여자)[년]","년",".13891",
"- 간질환","50","사망확률(전체)[%]","%","1.199",
"- 간질환","50","증가기대여명(전체)[년]","년",".28619",
"- 간질환","50","사망확률(남자)[%]","%","1.67879",
"- 간질환","50","증가기대여명(남자)[년]","년",".44182",
"- 간질환","50","사망확률(여자)[%]","%",".73129",
"- 간질환","50","증가기대여명(여자)[년]","년",".12869",
"- 간질환","55","사망확률(전체)[%]","%","1.09822",
"- 간질환","55","증가기대여명(전체)[년]","년",".25187",
"- 간질환","55","사망확률(남자)[%]","%","1.50986",
"- 간질환","55","증가기대여명(남자)[년]","년",".38945",
"- 간질환","55","사망확률(여자)[%]","%",".70447",
"- 간질환","55","증가기대여명(여자)[년]","년",".11829",
"- 간질환","60","사망확률(전체)[%]","%",".98448",
"- 간질환","60","증가기대여명(전체)[년]","년",".2179",
"- 간질환","60","사망확률(남자)[%]","%","1.31451",
"- 간질환","60","증가기대여명(남자)[년]","년",".33692",
"- 간질환","60","사망확률(여자)[%]","%",".67761",
"- 간질환","60","증가기대여명(여자)[년]","년",".10896",
"- 간질환","65","사망확률(전체)[%]","%",".86983",
"- 간질환","65","증가기대여명(전체)[년]","년",".18797",
"- 간질환","65","사망확률(남자)[%]","%","1.11631",
"- 간질환","65","증가기대여명(남자)[년]","년",".29094",
"- 간질환","65","사망확률(여자)[%]","%",".65034",
"- 간질환","65","증가기대여명(여자)[년]","년",".10056",
"- 간질환","70","사망확률(전체)[%]","%",".76939",
"- 간질환","70","증가기대여명(전체)[년]","년",".16495",
"- 간질환","70","사망확률(남자)[%]","%",".95113",
"- 간질환","70","증가기대여명(남자)[년]","년",".25779",
"- 간질환","70","사망확률(여자)[%]","%",".61707",
"- 간질환","70","증가기대여명(여자)[년]","년",".09202",
"- 간질환","75","사망확률(전체)[%]","%",".66276",
"- 간질환","75","증가기대여명(전체)[년]","년",".14348",
"- 간질환","75","사망확률(남자)[%]","%",".78405",
"- 간질환","75","증가기대여명(남자)[년]","년",".22944",
"- 간질환","75","사망확률(여자)[%]","%",".57011",
"- 간질환","75","증가기대여명(여자)[년]","년",".08172",
"- 간질환","80","사망확률(전체)[%]","%",".5288",
"- 간질환","80","증가기대여명(전체)[년]","년",".11929",
"- 간질환","80","사망확률(남자)[%]","%",".61527",
"- 간질환","80","증가기대여명(남자)[년]","년",".20224",
"- 간질환","80","사망확률(여자)[%]","%",".47333",
"- 간질환","80","증가기대여명(여자)[년]","년",".06573",
"- 간질환","85","사망확률(전체)[%]","%",".40178",
"- 간질환","85","증가기대여명(전체)[년]","년",".08901",
"- 간질환","85","사망확률(남자)[%]","%",".47201",
"- 간질환","85","증가기대여명(남자)[년]","년",".16219",
"- 간질환","85","사망확률(여자)[%]","%",".36708",
"- 간질환","85","증가기대여명(여자)[년]","년",".04769",
"- 간질환","90+","사망확률(전체)[%]","%",".2803",
"- 간질환","90+","증가기대여명(전체)[년]","년",".01299",
"- 간질환","90+","사망확률(남자)[%]","%",".36976",
"- 간질환","90+","증가기대여명(남자)[년]","년",".01522",
"- 간질환","90+","사망확률(여자)[%]","%",".24912",
"- 간질환","90+","증가기대여명(여자)[년]","년",".01219",
"사망의 외인","0","사망확률(전체)[%]","%","6.5318",
"사망의 외인","0","증가기대여명(전체)[년]","년","1.61517",
"사망의 외인","0","사망확률(남자)[%]","%","8.20532",
"사망의 외인","0","증가기대여명(남자)[년]","년","2.20702",
"사망의 외인","0","사망확률(여자)[%]","%","4.97062",
"사망의 외인","0","증가기대여명(여자)[년]","년",".99902",
"사망의 외인","1","사망확률(전체)[%]","%","6.53506",
"사망의 외인","1","증가기대여명(전체)[년]","년","1.60701",
"사망의 외인","1","사망확률(남자)[%]","%","8.21469",
"사망의 외인","1","증가기대여명(남자)[년]","년","2.20095",
"사망의 외인","1","사망확률(여자)[%]","%","4.96884",
"사망의 외인","1","증가기대여명(여자)[년]","년",".98905",
"사망의 외인","5","사망확률(전체)[%]","%","6.52227",
"사망의 외인","5","증가기대여명(전체)[년]","년","1.59429",
"사망의 외인","5","사망확률(남자)[%]","%","8.19835",
"사망의 외인","5","증가기대여명(남자)[년]","년","2.18492",
"사망의 외인","5","사망확률(여자)[%]","%","4.95999",
"사망의 외인","5","증가기대여명(여자)[년]","년",".97998",
"사망의 외인","10","사망확률(전체)[%]","%","6.51181",
"사망의 외인","10","증가기대여명(전체)[년]","년","1.58472",
"사망의 외인","10","사망확률(남자)[%]","%","8.18337",
"사망의 외인","10","증가기대여명(남자)[년]","년","2.17187",
"사망의 외인","10","사망확률(여자)[%]","%","4.95466",
"사망의 외인","10","증가기대여명(여자)[년]","년",".97454",
"사망의 외인","15","사망확률(전체)[%]","%","6.49917",
"사망의 외인","15","증가기대여명(전체)[년]","년","1.57439",
"사망의 외인","15","사망확률(남자)[%]","%","8.16717",
"사망의 외인","15","증가기대여명(남자)[년]","년","2.15895",
"사망의 외인","15","사망확률(여자)[%]","%","4.94629",
"사망의 외인","15","증가기대여명(여자)[년]","년",".96745",
"사망의 외인","20","사망확률(전체)[%]","%","6.43706",
"사망의 외인","20","증가기대여명(전체)[년]","년","1.5302",
"사망의 외인","20","사망확률(남자)[%]","%","8.08507",
"사망의 외인","20","증가기대여명(남자)[년]","년","2.10221",
"사망의 외인","20","사망확률(여자)[%]","%","4.90577",
"사망의 외인","20","증가기대여명(여자)[년]","년",".93768",
"사망의 외인","25","사망확률(전체)[%]","%","6.33964",
"사망의 외인","25","증가기대여명(전체)[년]","년","1.46618",
"사망의 외인","25","사망확률(남자)[%]","%","7.95924",
"사망의 외인","25","증가기대여명(남자)[년]","년","2.02217",
"사망의 외인","25","사망확률(여자)[%]","%","4.83935",
"사망의 외인","25","증가기대여명(여자)[년]","년",".8925",
"사망의 외인","30","사망확률(전체)[%]","%","6.20581",
"사망의 외인","30","증가기대여명(전체)[년]","년","1.38543",
"사망의 외인","30","사망확률(남자)[%]","%","7.77693",
"사망의 외인","30","증가기대여명(남자)[년]","년","1.91636",
"사망의 외인","30","사망확률(여자)[%]","%","4.75697",
"사망의 외인","30","증가기대여명(여자)[년]","년",".84067",
"사망의 외인","35","사망확률(전체)[%]","%","6.05554",
"사망의 외인","35","증가기대여명(전체)[년]","년","1.30193",
"사망의 외인","35","사망확률(남자)[%]","%","7.58304",
"사망의 외인","35","증가기대여명(남자)[년]","년","1.8132",
"사망의 외인","35","사망확률(여자)[%]","%","4.65321",
"사망의 외인","35","증가기대여명(여자)[년]","년",".78041",
"사망의 외인","40","사망확률(전체)[%]","%","5.90729",
"사망의 외인","40","증가기대여명(전체)[년]","년","1.22567",
"사망의 외인","40","사망확률(남자)[%]","%","7.37793",
"사망의 외인","40","증가기대여명(남자)[년]","년","1.71341",
"사망의 외인","40","사망확률(여자)[%]","%","4.56648",
"사망의 외인","40","증가기대여명(여자)[년]","년",".73267",
"사망의 외인","45","사망확률(전체)[%]","%","5.73084",
"사망의 외인","45","증가기대여명(전체)[년]","년","1.14248",
"사망의 외인","45","사망확률(남자)[%]","%","7.12629",
"사망의 외인","45","증가기대여명(남자)[년]","년","1.60159",
"사망의 외인","45","사망확률(여자)[%]","%","4.47174",
"사망의 외인","45","증가기대여명(여자)[년]","년",".6847",
"사망의 외인","50","사망확률(전체)[%]","%","5.54333",
"사망의 외인","50","증가기대여명(전체)[년]","년","1.0607",
"사망의 외인","50","사망확률(남자)[%]","%","6.84553",
"사망의 외인","50","증가기대여명(남자)[년]","년","1.48716",
"사망의 외인","50","사망확률(여자)[%]","%","4.38798",
"사망의 외인","50","증가기대여명(여자)[년]","년",".64445",
"사망의 외인","55","사망확률(전체)[%]","%","5.32815",
"사망의 외인","55","증가기대여명(전체)[년]","년",".97505",
"사망의 외인","55","사망확률(남자)[%]","%","6.5243",
"사망의 외인","55","증가기대여명(남자)[년]","년","1.36832",
"사망의 외인","55","사망확률(여자)[%]","%","4.29444",
"사망의 외인","55","증가기대여명(여자)[년]","년",".60306",
"사망의 외인","60","사망확률(전체)[%]","%","5.10406",
"사망의 외인","60","증가기대여명(전체)[년]","년",".89346",
"사망의 외인","60","사망확률(남자)[%]","%","6.20187",
"사망의 외인","60","증가기대여명(남자)[년]","년","1.25892",
"사망의 외인","60","사망확률(여자)[%]","%","4.18864",
"사망의 외인","60","증가기대여명(여자)[년]","년",".56094",
"사망의 외인","65","사망확률(전체)[%]","%","4.88405",
"사망의 외인","65","증가기대여명(전체)[년]","년",".81955",
"사망의 외인","65","사망확률(남자)[%]","%","5.86879",
"사망의 외인","65","증가기대여명(남자)[년]","년","1.15737",
"사망의 외인","65","사망확률(여자)[%]","%","4.10618",
"사망의 외인","65","증가기대여명(여자)[년]","년",".52783",
"사망의 외인","70","사망확률(전체)[%]","%","4.65698",
"사망의 외인","70","증가기대여명(전체)[년]","년",".74981",
"사망의 외인","70","사망확률(남자)[%]","%","5.55559",
"사망의 외인","70","증가기대여명(남자)[년]","년","1.06923",
"사망의 외인","70","사망확률(여자)[%]","%","3.9975",
"사망의 외인","70","증가기대여명(여자)[년]","년",".49035",
"사망의 외인","75","사망확률(전체)[%]","%","4.39365",
"사망의 외인","75","증가기대여명(전체)[년]","년",".67665",
"사망의 외인","75","사망확률(남자)[%]","%","5.23148",
"사망의 외인","75","증가기대여명(남자)[년]","년",".98614",
"사망의 외인","75","사망확률(여자)[%]","%","3.84086",
"사망의 외인","75","증가기대여명(여자)[년]","년",".44399",
"사망의 외인","80","사망확률(전체)[%]","%","4.06532",
"사망의 외인","80","증가기대여명(전체)[년]","년",".58862",
"사망의 외인","80","사망확률(남자)[%]","%","4.76803",
"사망의 외인","80","증가기대여명(남자)[년]","년",".88133",
"사망의 외인","80","사망확률(여자)[%]","%","3.68405",
"사망의 외인","80","증가기대여명(여자)[년]","년",".39217",
"사망의 외인","85","사망확률(전체)[%]","%","3.8469",
"사망의 외인","85","증가기대여명(전체)[년]","년",".47253",
"사망의 외인","85","사망확률(남자)[%]","%","4.44017",
"사망의 외인","85","증가기대여명(남자)[년]","년",".71531",
"사망의 외인","85","사망확률(여자)[%]","%","3.59792",
"사망의 외인","85","증가기대여명(여자)[년]","년",".32843",
"사망의 외인","90+","사망확률(전체)[%]","%","3.69545",
"사망의 외인","90+","증가기대여명(전체)[년]","년",".17727",
"사망의 외인","90+","사망확률(남자)[%]","%","4.07984",
"사망의 외인","90+","증가기대여명(남자)[년]","년",".17449",
"사망의 외인","90+","사망확률(여자)[%]","%","3.56149",
"사망의 외인","90+","증가기대여명(여자)[년]","년",".18019",
"- 운수사고","0","사망확률(전체)[%]","%","1.04948",
"- 운수사고","0","증가기대여명(전체)[년]","년",".30454",
"- 운수사고","0","사망확률(남자)[%]","%","1.50408",
"- 운수사고","0","증가기대여명(남자)[년]","년",".44991",
"- 운수사고","0","사망확률(여자)[%]","%",".6243",
"- 운수사고","0","증가기대여명(여자)[년]","년",".15192",
"- 운수사고","1","사망확률(전체)[%]","%","1.05073",
"- 운수사고","1","증가기대여명(전체)[년]","년",".30399",
"- 운수사고","1","사망확률(남자)[%]","%","1.50677",
"- 운수사고","1","증가기대여명(남자)[년]","년",".44977",
"- 운수사고","1","사망확률(여자)[%]","%",".62439",
"- 운수사고","1","증가기대여명(여자)[년]","년",".15102",
"- 운수사고","5","사망확률(전체)[%]","%","1.04504",
"- 운수사고","5","증가기대여명(전체)[년]","년",".29909",
"- 운수사고","5","사망확률(남자)[%]","%","1.49869",
"- 운수사고","5","증가기대여명(남자)[년]","년",".443",
"- 운수사고","5","사망확률(여자)[%]","%",".62116",
"- 운수사고","5","증가기대여명(여자)[년]","년",".14814",
"- 운수사고","10","사망확률(전체)[%]","%","1.03855",
"- 운수사고","10","증가기대여명(전체)[년]","년",".29394",
"- 운수사고","10","사망확률(남자)[%]","%","1.48913",
"- 운수사고","10","증가기대여명(남자)[년]","년",".4357",
"- 운수사고","10","사망확률(여자)[%]","%",".61839",
"- 운수사고","10","증가기대여명(여자)[년]","년",".14583",
"- 운수사고","15","사망확률(전체)[%]","%","1.03499",
"- 운수사고","15","증가기대여명(전체)[년]","년",".29124",
"- 운수사고","15","사망확률(남자)[%]","%","1.48394",
"- 운수사고","15","증가기대여명(남자)[년]","년",".43192",
"- 운수사고","15","사망확률(여자)[%]","%",".61689",
"- 운수사고","15","증가기대여명(여자)[년]","년",".14461",
"- 운수사고","20","사망확률(전체)[%]","%","1.01419",
"- 운수사고","20","증가기대여명(전체)[년]","년",".27728",
"- 운수사고","20","사망확률(남자)[%]","%","1.4489",
"- 운수사고","20","증가기대여명(남자)[년]","년",".40941",
"- 운수사고","20","사망확률(여자)[%]","%",".61185",
"- 운수사고","20","증가기대여명(여자)[년]","년",".14096",
"- 운수사고","25","사망확률(전체)[%]","%",".98788",
"- 운수사고","25","증가기대여명(전체)[년]","년",".26081",
"- 운수사고","25","사망확률(남자)[%]","%","1.40706",
"- 운수사고","25","증가기대여명(남자)[년]","년",".3844",
"- 운수사고","25","사망확률(여자)[%]","%",".60245",
"- 운수사고","25","증가기대여명(여자)[년]","년",".13471",
"- 운수사고","30","사망확률(전체)[%]","%",".96119",
"- 운수사고","30","증가기대여명(전체)[년]","년",".24521",
"- 운수사고","30","사망확률(남자)[%]","%","1.36187",
"- 운수사고","30","증가기대여명(남자)[년]","년",".35932",
"- 운수사고","30","사망확률(여자)[%]","%",".59554",
"- 운수사고","30","증가기대여명(여자)[년]","년",".13029",
"- 운수사고","35","사망확률(전체)[%]","%",".9376",
"- 운수사고","35","증가기대여명(전체)[년]","년",".23239",
"- 운수사고","35","사망확률(남자)[%]","%","1.32274",
"- 운수사고","35","증가기대여명(남자)[년]","년",".33926",
"- 운수사고","35","사망확률(여자)[%]","%",".58852",
"- 운수사고","35","증가기대여명(여자)[년]","년",".12604",
"- 운수사고","40","사망확률(전체)[%]","%",".91975",
"- 운수사고","40","증가기대여명(전체)[년]","년",".22319",
"- 운수사고","40","사망확률(남자)[%]","%","1.29418",
"- 운수사고","40","증가기대여명(남자)[년]","년",".32541",
"- 운수사고","40","사망확률(여자)[%]","%",".58249",
"- 운수사고","40","증가기대여명(여자)[년]","년",".12258",
"- 운수사고","45","사망확률(전체)[%]","%",".90139",
"- 운수사고","45","증가기대여명(전체)[년]","년",".21438",
"- 운수사고","45","사망확률(남자)[%]","%","1.26418",
"- 운수사고","45","증가기대여명(남자)[년]","년",".31186",
"- 운수사고","45","사망확률(여자)[%]","%",".57766",
"- 운수사고","45","증가기대여명(여자)[년]","년",".11983",
"- 운수사고","50","사망확률(전체)[%]","%",".87556",
"- 운수사고","50","증가기대여명(전체)[년]","년",".20333",
"- 운수사고","50","사망확률(남자)[%]","%","1.22248",
"- 운수사고","50","증가기대여명(남자)[년]","년",".29501",
"- 운수사고","50","사망확률(여자)[%]","%",".57059",
"- 운수사고","50","증가기대여명(여자)[년]","년",".11638",
"- 운수사고","55","사망확률(전체)[%]","%",".83111",
"- 운수사고","55","증가기대여명(전체)[년]","년",".18713",
"- 운수사고","55","사망확률(남자)[%]","%","1.15923",
"- 운수사고","55","증가기대여명(남자)[년]","년",".27302",
"- 운수사고","55","사망확률(여자)[%]","%",".5493",
"- 운수사고","55","증가기대여명(여자)[년]","년",".10826",
"- 운수사고","60","사망확률(전체)[%]","%",".78444",
"- 운수사고","60","증가기대여명(전체)[년]","년",".172",
"- 운수사고","60","사망확률(남자)[%]","%","1.09257",
"- 운수사고","60","증가기대여명(남자)[년]","년",".25243",
"- 운수사고","60","사망확률(여자)[%]","%",".52849",
"- 운수사고","60","증가기대여명(여자)[년]","년",".10118",
"- 운수사고","65","사망확률(전체)[%]","%",".72844",
"- 운수사고","65","증가기대여명(전체)[년]","년",".15645",
"- 운수사고","65","사망확률(남자)[%]","%","1.01963",
"- 운수사고","65","증가기대여명(남자)[년]","년",".23295",
"- 운수사고","65","사망확률(여자)[%]","%",".49718",
"- 운수사고","65","증가기대여명(여자)[년]","년",".0923",
"- 운수사고","70","사망확률(전체)[%]","%",".65845",
"- 운수사고","70","증가기대여명(전체)[년]","년",".14029",
"- 운수사고","70","사망확률(남자)[%]","%",".94151",
"- 운수사고","70","증가기대여명(남자)[년]","년",".21544",
"- 운수사고","70","사망확률(여자)[%]","%",".44648",
"- 운수사고","70","증가기대여명(여자)[년]","년",".08065",
"- 운수사고","75","사망확률(전체)[%]","%",".55964",
"- 운수사고","75","증가기대여명(전체)[년]","년",".12206",
"- 운수사고","75","사망확률(남자)[%]","%",".83798",
"- 운수사고","75","증가기대여명(남자)[년]","년",".19762",
"- 운수사고","75","사망확률(여자)[%]","%",".37003",
"- 운수사고","75","증가기대여명(여자)[년]","년",".06663",
"- 운수사고","80","사망확률(전체)[%]","%",".3896",
"- 운수사고","80","증가기대여명(전체)[년]","년",".09681",
"- 운수사고","80","사망확률(남자)[%]","%",".63118",
"- 운수사고","80","증가기대여명(남자)[년]","년",".1711",
"- 운수사고","80","사망확률(여자)[%]","%",".25359",
"- 운수사고","80","증가기대여명(여자)[년]","년",".04916",
"- 운수사고","85","사망확률(전체)[%]","%",".25244",
"- 운수사고","85","증가기대여명(전체)[년]","년",".06938",
"- 운수사고","85","사망확률(남자)[%]","%",".46126",
"- 운수사고","85","증가기대여명(남자)[년]","년",".13555",
"- 운수사고","85","사망확률(여자)[%]","%",".16196",
"- 운수사고","85","증가기대여명(여자)[년]","년",".0333",
"- 운수사고","90+","사망확률(전체)[%]","%",".16563",
"- 운수사고","90+","증가기대여명(전체)[년]","년",".00766",
"- 운수사고","90+","사망확률(남자)[%]","%",".38208",
"- 운수사고","90+","증가기대여명(남자)[년]","년",".01573",
"- 운수사고","90+","사망확률(여자)[%]","%",".0902",
"- 운수사고","90+","증가기대여명(여자)[년]","년",".0044",
"- 고의적 자해(자살)","0","사망확률(전체)[%]","%","2.34089",
"- 고의적 자해(자살)","0","증가기대여명(전체)[년]","년",".7798",
"- 고의적 자해(자살)","0","사망확률(남자)[%]","%","3.33179",
"- 고의적 자해(자살)","0","증가기대여명(남자)[년]","년","1.06698",
"- 고의적 자해(자살)","0","사망확률(여자)[%]","%","1.43768",
"- 고의적 자해(자살)","0","증가기대여명(여자)[년]","년",".48738",
"- 고의적 자해(자살)","1","사망확률(전체)[%]","%","2.34747",
"- 고의적 자해(자살)","1","증가기대여명(전체)[년]","년",".782",
"- 고의적 자해(자살)","1","사망확률(남자)[%]","%","3.34197",
"- 고의적 자해(자살)","1","증가기대여명(남자)[년]","년","1.07024",
"- 고의적 자해(자살)","1","사망확률(여자)[%]","%","1.44136",
"- 고의적 자해(자살)","1","증가기대여명(여자)[년]","년",".48863",
"- 고의적 자해(자살)","5","사망확률(전체)[%]","%","2.34894",
"- 고의적 자해(자살)","5","증가기대여명(전체)[년]","년",".78248",
"- 고의적 자해(자살)","5","사망확률(남자)[%]","%","3.3444",
"- 고의적 자해(자살)","5","증가기대여명(남자)[년]","년","1.07102",
"- 고의적 자해(자살)","5","사망확률(여자)[%]","%","1.44211",
"- 고의적 자해(자살)","5","증가기대여명(여자)[년]","년",".48888",
"- 고의적 자해(자살)","10","사망확률(전체)[%]","%","2.34996",
"- 고의적 자해(자살)","10","증가기대여명(전체)[년]","년",".78282",
"- 고의적 자해(자살)","10","사망확률(남자)[%]","%","3.346",
"- 고의적 자해(자살)","10","증가기대여명(남자)[년]","년","1.07153",
"- 고의적 자해(자살)","10","사망확률(여자)[%]","%","1.44268",
"- 고의적 자해(자살)","10","증가기대여명(여자)[년]","년",".48907",
"- 고의적 자해(자살)","15","사망확률(전체)[%]","%","2.34627",
"- 고의적 자해(자살)","15","증가기대여명(전체)[년]","년",".7799",
"- 고의적 자해(자살)","15","사망확률(남자)[%]","%","3.34283",
"- 고의적 자해(자살)","15","증가기대여명(남자)[년]","년","1.06883",
"- 고의적 자해(자살)","15","사망확률(여자)[%]","%","1.43851",
"- 고의적 자해(자살)","15","증가기대여명(여자)[년]","년",".48587",
"- 고의적 자해(자살)","20","사망확률(전체)[%]","%","2.31136",
"- 고의적 자해(자살)","20","증가기대여명(전체)[년]","년",".75617",
"- 고의적 자해(자살)","20","사망확률(남자)[%]","%","3.3046",
"- 고의적 자해(자살)","20","증가기대여명(남자)[년]","년","1.04337",
"- 고의적 자해(자살)","20","사망확률(여자)[%]","%","1.40673",
"- 고의적 자해(자살)","20","증가기대여명(여자)[년]","년",".46375",
"- 고의적 자해(자살)","25","사망확률(전체)[%]","%","2.24898",
"- 고의적 자해(자살)","25","증가기대여명(전체)[년]","년",".71712",
"- 고의적 자해(자살)","25","사망확률(남자)[%]","%","3.23278",
"- 고의적 자해(자살)","25","증가기대여명(남자)[년]","년",".99979",
"- 고의적 자해(자살)","25","사망확률(여자)[%]","%","1.3544",
"- 고의적 자해(자살)","25","증가기대여명(여자)[년]","년",".42992",
"- 고의적 자해(자살)","30","사망확률(전체)[%]","%","2.15518",
"- 고의적 자해(자살)","30","증가기대여명(전체)[년]","년",".66326",
"- 고의적 자해(자살)","30","사망확률(남자)[%]","%","3.1162",
"- 고의적 자해(자살)","30","증가기대여명(남자)[년]","년",".93539",
"- 고의적 자해(자살)","30","사망확률(여자)[%]","%","1.28437",
"- 고의적 자해(자살)","30","증가기대여명(여자)[년]","년",".38819",
"- 고의적 자해(자살)","35","사망확률(전체)[%]","%","2.03693",
"- 고의적 자해(자살)","35","증가기대여명(전체)[년]","년",".60132",
"- 고의적 자해(자살)","35","사망확률(남자)[%]","%","2.97551",
"- 고의적 자해(자살)","35","증가기대여명(남자)[년]","년",".86483",
"- 고의적 자해(자살)","35","사망확률(여자)[%]","%","1.19017",
"- 고의적 자해(자살)","35","증가기대여명(여자)[년]","년",".33674",
"- 고의적 자해(자살)","40","사망확률(전체)[%]","%","1.92329",
"- 고의적 자해(자살)","40","증가기대여명(전체)[년]","년",".54692",
"- 고의적 자해(자살)","40","사망확률(남자)[%]","%","2.82787",
"- 고의적 자해(자살)","40","증가기대여명(남자)[년]","년",".79769",
"- 고의적 자해(자살)","40","사망확률(여자)[%]","%","1.11306",
"- 고의적 자해(자살)","40","증가기대여명(여자)[년]","년",".29795",
"- 고의적 자해(자살)","45","사망확률(전체)[%]","%","1.78699",
"- 고의적 자해(자살)","45","증가기대여명(전체)[년]","년",".48795",
"- 고의적 자해(자살)","45","사망확률(남자)[%]","%","2.64092",
"- 고의적 자해(자살)","45","증가기대여명(남자)[년]","년",".72118",
"- 고의적 자해(자살)","45","사망확률(여자)[%]","%","1.03115",
"- 고의적 자해(자살)","45","증가기대여명(여자)[년]","년",".26057",
"- 고의적 자해(자살)","50","사망확률(전체)[%]","%","1.65473",
"- 고의적 자해(자살)","50","증가기대여명(전체)[년]","년",".43595",
"- 고의적 자해(자살)","50","사망확률(남자)[%]","%","2.45634",
"- 고의적 자해(자살)","50","증가기대여명(남자)[년]","년",".6526",
"- 고의적 자해(자살)","50","사망확률(여자)[%]","%",".95748",
"- 고의적 자해(자살)","50","증가기대여명(여자)[년]","년",".23",
"- 고의적 자해(자살)","55","사망확률(전체)[%]","%","1.51884",
